,i,j,y,t,l,k,alpha,psi
11931,2386,80,-0.042978388174055054,1,2,4,0.0,-0.11418529432142838
11932,2386,102,0.24994315505430761,2,2,5,0.0,0.11418529432142824
11933,2386,50,-1.0563687416625893,3,2,2,0.0,-0.6045853465832371
11934,2386,50,-1.0427482345028025,4,2,2,0.0,-0.6045853465832371
11935,2387,97,-0.8429102848598578,0,2,4,0.0,-0.11418529432142838
11936,2387,83,-0.6769441499776734,1,2,4,0.0,-0.11418529432142838
11937,2387,83,1.239126856962914,2,2,4,0.0,-0.11418529432142838
11938,2387,83,-1.1387314519739427,3,2,4,0.0,-0.11418529432142838
11939,2387,43,-1.4866770110329943,4,2,2,0.0,-0.6045853465832371
11940,2388,122,2.0723717712162246,0,4,6,0.967421566101701,0.3487556955170447
11941,2388,122,0.37032046500997806,1,4,6,0.967421566101701,0.3487556955170447
11942,2388,122,2.1672273171274923,2,4,6,0.967421566101701,0.3487556955170447
11943,2388,122,0.9416239053902073,3,4,6,0.967421566101701,0.3487556955170447
11944,2388,122,0.4845489099380199,4,4,6,0.967421566101701,0.3487556955170447
11945,2389,102,-1.0971447599283135,0,1,5,-0.43072729929545756,0.11418529432142824
11946,2389,119,0.1258722951688512,1,1,6,-0.43072729929545756,0.3487556955170447
11947,2389,61,-1.345905718684232,2,1,3,-0.43072729929545756,-0.3487556955170447
11948,2389,24,-1.4728571363901528,3,1,1,-0.43072729929545756,-0.9084578685373851
11949,2389,18,-0.5727039279011541,4,1,0,-0.43072729929545756,-1.335177736118937
11950,2390,3,-2.812122810591884,0,0,0,-0.967421566101701,-1.335177736118937
11951,2390,3,-1.6387894192549428,1,0,0,-0.967421566101701,-1.335177736118937
11952,2390,49,-2.5207295474473126,2,0,2,-0.967421566101701,-0.6045853465832371
11953,2390,69,1.0835230451681348,3,0,3,-0.967421566101701,-0.3487556955170447
11954,2390,69,-2.239545760085245,4,0,3,-0.967421566101701,-0.3487556955170447
11955,2391,122,0.33120773035697004,0,1,6,-0.43072729929545756,0.3487556955170447
11956,2391,196,0.7222770989445468,1,1,9,-0.43072729929545756,1.3351777361189363
11957,2391,2,0.27957823235848034,2,1,0,-0.43072729929545756,-1.335177736118937
11958,2391,5,-0.24656952091716078,3,1,0,-0.43072729929545756,-1.335177736118937
11959,2391,17,-0.9881750379344741,4,1,0,-0.43072729929545756,-1.335177736118937
11960,2392,63,0.44327518147330497,0,2,3,0.0,-0.3487556955170447
11961,2392,10,-2.0025126837736957,1,2,0,0.0,-1.335177736118937
11962,2392,10,-2.6032283830722243,2,2,0,0.0,-1.335177736118937
11963,2392,86,0.12528286054783488,3,2,4,0.0,-0.11418529432142838
11964,2392,165,1.340785301254186,4,2,8,0.0,0.9084578685373853
11965,2393,122,-0.383329456381902,0,2,6,0.0,0.3487556955170447
11966,2393,122,0.8934745403918849,1,2,6,0.0,0.3487556955170447
11967,2393,122,1.3282823688505405,2,2,6,0.0,0.3487556955170447
11968,2393,84,0.824338220579542,3,2,4,0.0,-0.11418529432142838
11969,2393,84,-0.4864160364241223,4,2,4,0.0,-0.11418529432142838
11970,2394,49,-1.8836347068421337,0,1,2,-0.43072729929545756,-0.6045853465832371
11971,2394,49,-2.2213169482340405,1,1,2,-0.43072729929545756,-0.6045853465832371
11972,2394,49,-1.8813827887892363,2,1,2,-0.43072729929545756,-0.6045853465832371
11973,2394,24,0.1959600849138976,3,1,1,-0.43072729929545756,-0.9084578685373851
11974,2394,101,1.8835316220232716,4,1,5,-0.43072729929545756,0.11418529432142824
11975,2395,17,-1.9100476836373255,0,3,0,0.43072729929545744,-1.335177736118937
11976,2395,17,-1.929475753381665,1,3,0,0.43072729929545744,-1.335177736118937
11977,2395,17,-0.24298657719380024,2,3,0,0.43072729929545744,-1.335177736118937
11978,2395,17,-0.7418714050240366,3,3,0,0.43072729929545744,-1.335177736118937
11979,2395,29,0.3484517413359208,4,3,1,0.43072729929545744,-0.9084578685373851
11980,2396,85,-1.0369341547890105,0,0,4,-0.967421566101701,-0.11418529432142838
11981,2396,85,-2.3963956416604733,1,0,4,-0.967421566101701,-0.11418529432142838
11982,2396,46,-1.5806308353954905,2,0,2,-0.967421566101701,-0.6045853465832371
11983,2396,46,-0.7498886449067279,3,0,2,-0.967421566101701,-0.6045853465832371
11984,2396,46,-2.190963435141462,4,0,2,-0.967421566101701,-0.6045853465832371
11985,2397,38,-0.7547929648973692,0,0,1,-0.967421566101701,-0.9084578685373851
11986,2397,38,-1.6611560116477404,1,0,1,-0.967421566101701,-0.9084578685373851
11987,2397,38,-0.9015522541866309,2,0,1,-0.967421566101701,-0.9084578685373851
11988,2397,38,-0.6308610883613905,3,0,1,-0.967421566101701,-0.9084578685373851
11989,2397,38,-3.1997703053421267,4,0,1,-0.967421566101701,-0.9084578685373851
11990,2398,54,-1.7477809137718618,0,1,2,-0.43072729929545756,-0.6045853465832371
11991,2398,135,0.8606801173120358,1,1,6,-0.43072729929545756,0.3487556955170447
11992,2398,135,0.797263960574721,2,1,6,-0.43072729929545756,0.3487556955170447
11993,2398,135,0.5483475764259685,3,1,6,-0.43072729929545756,0.3487556955170447
11994,2398,176,0.21170831863994966,4,1,8,-0.43072729929545756,0.9084578685373853
11995,2399,64,0.34672703887836487,0,1,3,-0.43072729929545756,-0.3487556955170447
11996,2399,64,-0.24775019373290819,1,1,3,-0.43072729929545756,-0.3487556955170447
11997,2399,64,0.8806097244982091,2,1,3,-0.43072729929545756,-0.3487556955170447
11998,2399,132,0.45973932494459846,3,1,6,-0.43072729929545756,0.3487556955170447
11999,2399,36,-0.7642837457373437,4,1,1,-0.43072729929545756,-0.9084578685373851
12000,2400,88,0.17556067521246055,0,0,4,-0.967421566101701,-0.11418529432142838
12001,2400,88,-2.1664646998784516,1,0,4,-0.967421566101701,-0.11418529432142838
12002,2400,33,-2.7990694261100613,2,0,1,-0.967421566101701,-0.9084578685373851
12003,2400,31,-0.771376681709746,3,0,1,-0.967421566101701,-0.9084578685373851
12004,2400,14,-2.785752346503519,4,0,0,-0.967421566101701,-1.335177736118937
12005,2401,102,0.06045136301725745,0,1,5,-0.43072729929545756,0.11418529432142824
12006,2401,44,-0.025644316873074002,1,1,2,-0.43072729929545756,-0.6045853465832371
12007,2401,44,-1.519161252669015,2,1,2,-0.43072729929545756,-0.6045853465832371
12008,2401,44,-2.473219376907892,3,1,2,-0.43072729929545756,-0.6045853465832371
12009,2401,44,-2.0813502392124006,4,1,2,-0.43072729929545756,-0.6045853465832371
12010,2402,172,2.3987362297776214,0,3,8,0.43072729929545744,0.9084578685373853
12011,2402,172,1.7477881309524261,1,3,8,0.43072729929545744,0.9084578685373853
12012,2402,172,2.501670009156362,2,3,8,0.43072729929545744,0.9084578685373853
12013,2402,172,0.10867433773914548,3,3,8,0.43072729929545744,0.9084578685373853
12014,2402,172,0.7772152431836886,4,3,8,0.43072729929545744,0.9084578685373853
12015,2403,161,2.28778430319549,0,3,8,0.43072729929545744,0.9084578685373853
12016,2403,177,0.9474823576784865,1,3,8,0.43072729929545744,0.9084578685373853
12017,2403,180,2.0518979819163827,2,3,9,0.43072729929545744,1.3351777361189363
12018,2403,156,1.3981835041313326,3,3,7,0.43072729929545744,0.6045853465832371
12019,2403,44,0.8757126860462539,4,3,2,0.43072729929545744,-0.6045853465832371
12020,2404,1,-2.9288758190099533,0,0,0,-0.967421566101701,-1.335177736118937
12021,2404,1,-1.7057454802444436,1,0,0,-0.967421566101701,-1.335177736118937
12022,2404,1,-2.739461544203581,2,0,0,-0.967421566101701,-1.335177736118937
12023,2404,39,-1.5109050448417656,3,0,1,-0.967421566101701,-0.9084578685373851
12024,2404,162,-1.5835822300510285,4,0,8,-0.967421566101701,0.9084578685373853
12025,2405,90,-2.4668898423277468,0,0,4,-0.967421566101701,-0.11418529432142838
12026,2405,90,-0.09031677367508939,1,0,4,-0.967421566101701,-0.11418529432142838
12027,2405,11,-2.5855224884802217,2,0,0,-0.967421566101701,-1.335177736118937
12028,2405,96,0.7354635119282724,3,0,4,-0.967421566101701,-0.11418529432142838
12029,2405,7,-3.2647814189655335,4,0,0,-0.967421566101701,-1.335177736118937
12030,2406,37,-1.1806820375339406,0,2,1,0.0,-0.9084578685373851
12031,2406,104,1.7309745415602293,1,2,5,0.0,0.11418529432142824
12032,2406,104,0.22323348102055482,2,2,5,0.0,0.11418529432142824
12033,2406,104,-0.6260832071553638,3,2,5,0.0,0.11418529432142824
12034,2406,104,0.16995119194593725,4,2,5,0.0,0.11418529432142824
12035,2407,127,0.2388799249540592,0,3,6,0.43072729929545744,0.3487556955170447
12036,2407,77,-0.6681289362883222,1,3,3,0.43072729929545744,-0.3487556955170447
12037,2407,77,-2.483172922619827,2,3,3,0.43072729929545744,-0.3487556955170447
12038,2407,77,-1.9186276258145414,3,3,3,0.43072729929545744,-0.3487556955170447
12039,2407,135,1.4945016142773537,4,3,6,0.43072729929545744,0.3487556955170447
12040,2408,105,-0.05956016528191832,0,3,5,0.43072729929545744,0.11418529432142824
12041,2408,105,1.4198609881983701,1,3,5,0.43072729929545744,0.11418529432142824
12042,2408,105,-0.041121580947802716,2,3,5,0.43072729929545744,0.11418529432142824
12043,2408,105,-0.18000480394704144,3,3,5,0.43072729929545744,0.11418529432142824
12044,2408,105,1.133613517302995,4,3,5,0.43072729929545744,0.11418529432142824
12045,2409,95,0.23066979173435204,0,2,4,0.0,-0.11418529432142838
12046,2409,95,-0.6634547315763115,1,2,4,0.0,-0.11418529432142838
12047,2409,108,-2.267223860527792,2,2,5,0.0,0.11418529432142824
12048,2409,2,-0.027051947747980254,3,2,0,0.0,-1.335177736118937
12049,2409,117,1.005859003835302,4,2,5,0.0,0.11418529432142824
12050,2410,99,-0.4725104748884305,0,0,5,-0.967421566101701,0.11418529432142824
12051,2410,75,-2.617493946971865,1,0,3,-0.967421566101701,-0.3487556955170447
12052,2410,6,-3.2549606180415562,2,0,0,-0.967421566101701,-1.335177736118937
12053,2410,47,-2.3666864762293036,3,0,2,-0.967421566101701,-0.6045853465832371
12054,2410,47,-1.8435852722140114,4,0,2,-0.967421566101701,-0.6045853465832371
12055,2411,70,-0.5561709535956338,0,4,3,0.967421566101701,-0.3487556955170447
12056,2411,70,-0.47911681007270945,1,4,3,0.967421566101701,-0.3487556955170447
12057,2411,70,-0.1839421383064338,2,4,3,0.967421566101701,-0.3487556955170447
12058,2411,70,0.9984536159485651,3,4,3,0.967421566101701,-0.3487556955170447
12059,2411,70,-0.21894849961861318,4,4,3,0.967421566101701,-0.3487556955170447
12060,2412,174,2.359249947110554,0,2,8,0.0,0.9084578685373853
12061,2412,174,0.08599811905685084,1,2,8,0.0,0.9084578685373853
12062,2412,174,0.6444527442978567,2,2,8,0.0,0.9084578685373853
12063,2412,174,0.5794445041077461,3,2,8,0.0,0.9084578685373853
12064,2412,174,-0.6121978457565079,4,2,8,0.0,0.9084578685373853
12065,2413,160,-0.27348591114185367,0,1,8,-0.43072729929545756,0.9084578685373853
12066,2413,87,1.5612573973748893,1,1,4,-0.43072729929545756,-0.11418529432142838
12067,2413,87,0.38807054276132813,2,1,4,-0.43072729929545756,-0.11418529432142838
12068,2413,87,-2.4798591807400197,3,1,4,-0.43072729929545756,-0.11418529432142838
12069,2413,72,0.21677831310059725,4,1,3,-0.43072729929545756,-0.3487556955170447
12070,2414,153,-0.03790254768379975,0,2,7,0.0,0.6045853465832371
12071,2414,37,-1.0221626239999346,1,2,1,0.0,-0.9084578685373851
12072,2414,153,1.1486938919491876,2,2,7,0.0,0.6045853465832371
12073,2414,119,1.338247512245411,3,2,6,0.0,0.3487556955170447
12074,2414,168,-0.01944563808828914,4,2,8,0.0,0.9084578685373853
12075,2415,144,-0.06470092110600573,0,0,7,-0.967421566101701,0.6045853465832371
12076,2415,32,-1.1180670622341071,1,0,1,-0.967421566101701,-0.9084578685373851
12077,2415,20,-3.566836717775235,2,0,1,-0.967421566101701,-0.9084578685373851
12078,2415,1,-3.728322061372765,3,0,0,-0.967421566101701,-1.335177736118937
12079,2415,1,-1.7294391585764095,4,0,0,-0.967421566101701,-1.335177736118937
12080,2416,173,2.28412693911953,0,3,8,0.43072729929545744,0.9084578685373853
12081,2416,183,2.347924594555271,1,3,9,0.43072729929545744,1.3351777361189363
12082,2416,166,0.7519655451114562,2,3,8,0.43072729929545744,0.9084578685373853
12083,2416,175,1.0253562623332486,3,3,8,0.43072729929545744,0.9084578685373853
12084,2416,48,1.1444333787376582,4,3,2,0.43072729929545744,-0.6045853465832371
12085,2417,32,-1.0044687943524058,0,3,1,0.43072729929545744,-0.9084578685373851
12086,2417,32,0.1063782809484069,1,3,1,0.43072729929545744,-0.9084578685373851
12087,2417,32,-1.5325488326022783,2,3,1,0.43072729929545744,-0.9084578685373851
12088,2417,86,-2.1947289536769246,3,3,4,0.43072729929545744,-0.11418529432142838
12089,2417,73,-0.12498434586830187,4,3,3,0.43072729929545744,-0.3487556955170447
12090,2418,195,2.9598818272400407,0,4,9,0.967421566101701,1.3351777361189363
12091,2418,195,0.9722380840573119,1,4,9,0.967421566101701,1.3351777361189363
12092,2418,177,2.5227280330031645,2,4,8,0.967421566101701,0.9084578685373853
12093,2418,177,3.355985130931378,3,4,8,0.967421566101701,0.9084578685373853
12094,2418,177,1.6681246474849838,4,4,8,0.967421566101701,0.9084578685373853
12095,2419,197,5.455472682637863,0,4,9,0.967421566101701,1.3351777361189363
12096,2419,163,2.5733167183524657,1,4,8,0.967421566101701,0.9084578685373853
12097,2419,163,0.726033201845194,2,4,8,0.967421566101701,0.9084578685373853
12098,2419,183,4.485672062470131,3,4,9,0.967421566101701,1.3351777361189363
12099,2419,183,2.8803316872431175,4,4,9,0.967421566101701,1.3351777361189363
12100,2420,116,-1.8037746933944387,0,1,5,-0.43072729929545756,0.11418529432142824
12101,2420,116,-0.31130496183186984,1,1,5,-0.43072729929545756,0.11418529432142824
12102,2420,115,-0.1845891459985028,2,1,5,-0.43072729929545756,0.11418529432142824
12103,2420,115,0.13896731897847076,3,1,5,-0.43072729929545756,0.11418529432142824
12104,2420,115,-0.6508223422782629,4,1,5,-0.43072729929545756,0.11418529432142824
12105,2421,150,-0.6322724251217868,0,1,7,-0.43072729929545756,0.6045853465832371
12106,2421,150,-0.8786997865076249,1,1,7,-0.43072729929545756,0.6045853465832371
12107,2421,50,-1.4770989287063203,2,1,2,-0.43072729929545756,-0.6045853465832371
12108,2421,12,-2.0728741321705444,3,1,0,-0.43072729929545756,-1.335177736118937
12109,2421,12,-1.1512077002642396,4,1,0,-0.43072729929545756,-1.335177736118937
12110,2422,123,1.0143749617283575,0,2,6,0.0,0.3487556955170447
12111,2422,123,0.11750344290280992,1,2,6,0.0,0.3487556955170447
12112,2422,84,-0.8918797698458647,2,2,4,0.0,-0.11418529432142838
12113,2422,84,0.3393745469379591,3,2,4,0.0,-0.11418529432142838
12114,2422,151,0.9075505522224778,4,2,7,0.0,0.6045853465832371
12115,2423,190,2.2802263029111716,0,4,9,0.967421566101701,1.3351777361189363
12116,2423,190,1.106743150491694,1,4,9,0.967421566101701,1.3351777361189363
12117,2423,190,1.5176722224099535,2,4,9,0.967421566101701,1.3351777361189363
12118,2423,142,3.785500427586418,3,4,7,0.967421566101701,0.6045853465832371
12119,2423,142,0.5476389688352432,4,4,7,0.967421566101701,0.6045853465832371
12120,2424,75,0.47608642274560126,0,2,3,0.0,-0.3487556955170447
12121,2424,156,0.7484479781901476,1,2,7,0.0,0.6045853465832371
12122,2424,156,-0.14760574760492684,2,2,7,0.0,0.6045853465832371
12123,2424,55,-1.5239668280719592,3,2,2,0.0,-0.6045853465832371
12124,2424,55,0.01071325036286741,4,2,2,0.0,-0.6045853465832371
12125,2425,12,-3.0634859052744448,0,1,0,-0.43072729929545756,-1.335177736118937
12126,2425,12,-0.5344837009126717,1,1,0,-0.43072729929545756,-1.335177736118937
12127,2425,12,-0.5518268561807871,2,1,0,-0.43072729929545756,-1.335177736118937
12128,2425,12,-0.7898372774289676,3,1,0,-0.43072729929545756,-1.335177736118937
12129,2425,12,-2.417010417624078,4,1,0,-0.43072729929545756,-1.335177736118937
12130,2426,66,2.1822240096769896,0,2,3,0.0,-0.3487556955170447
12131,2426,66,-0.11387429722468612,1,2,3,0.0,-0.3487556955170447
12132,2426,104,0.27244920992213895,2,2,5,0.0,0.11418529432142824
12133,2426,152,-0.29964549574058985,3,2,7,0.0,0.6045853465832371
12134,2426,152,1.301721237323334,4,2,7,0.0,0.6045853465832371
12135,2427,170,-0.02435302440047482,0,2,8,0.0,0.9084578685373853
12136,2427,170,0.18662379294153175,1,2,8,0.0,0.9084578685373853
12137,2427,170,1.551097781077508,2,2,8,0.0,0.9084578685373853
12138,2427,146,2.30164881389003,3,2,7,0.0,0.6045853465832371
12139,2427,194,2.05165783722735,4,2,9,0.0,1.3351777361189363
12140,2428,75,-0.6837521117049444,0,2,3,0.0,-0.3487556955170447
12141,2428,75,-1.703095516796226,1,2,3,0.0,-0.3487556955170447
12142,2428,75,-0.41203350505626346,2,2,3,0.0,-0.3487556955170447
12143,2428,75,0.1403047100271234,3,2,3,0.0,-0.3487556955170447
12144,2428,75,0.5847708684677715,4,2,3,0.0,-0.3487556955170447
12145,2429,159,1.6436610297703083,0,2,8,0.0,0.9084578685373853
12146,2429,115,-2.542296609587566,1,2,5,0.0,0.11418529432142824
12147,2429,115,0.22702985845435028,2,2,5,0.0,0.11418529432142824
12148,2429,115,0.2286694484090262,3,2,5,0.0,0.11418529432142824
12149,2429,115,-0.7965544244454026,4,2,5,0.0,0.11418529432142824
12150,2430,35,0.13875504310984804,0,3,1,0.43072729929545744,-0.9084578685373851
12151,2430,35,-0.7277762010154957,1,3,1,0.43072729929545744,-0.9084578685373851
12152,2430,19,-0.4784383638256586,2,3,0,0.43072729929545744,-1.335177736118937
12153,2430,79,0.39842303254737416,3,3,4,0.43072729929545744,-0.11418529432142838
12154,2430,35,-0.6963818912427628,4,3,1,0.43072729929545744,-0.9084578685373851
12155,2431,106,1.5105239091978013,0,2,5,0.0,0.11418529432142824
12156,2431,106,0.5853440661765136,1,2,5,0.0,0.11418529432142824
12157,2431,106,-0.14081583086118507,2,2,5,0.0,0.11418529432142824
12158,2431,72,-1.1161486040298596,3,2,3,0.0,-0.3487556955170447
12159,2431,72,-0.1983574713046757,4,2,3,0.0,-0.3487556955170447
12160,2432,31,-3.755201418641188,0,0,1,-0.967421566101701,-0.9084578685373851
12161,2432,31,-0.4825778234547422,1,0,1,-0.967421566101701,-0.9084578685373851
12162,2432,31,0.5931066016060351,2,0,1,-0.967421566101701,-0.9084578685373851
12163,2432,7,-1.6648869919695568,3,0,0,-0.967421566101701,-1.335177736118937
12164,2432,37,-1.0632946032803727,4,0,1,-0.967421566101701,-0.9084578685373851
12165,2433,154,0.9802438363615172,0,4,7,0.967421566101701,0.6045853465832371
12166,2433,133,1.5457005484392086,1,4,6,0.967421566101701,0.3487556955170447
12167,2433,143,2.7329488151632764,2,4,7,0.967421566101701,0.6045853465832371
12168,2433,143,2.5262249882263474,3,4,7,0.967421566101701,0.6045853465832371
12169,2433,137,1.6288161637740761,4,4,6,0.967421566101701,0.3487556955170447
12170,2434,3,-3.2244510708762695,0,1,0,-0.43072729929545756,-1.335177736118937
12171,2434,27,-0.5644489035438235,1,1,1,-0.43072729929545756,-0.9084578685373851
12172,2434,59,-2.196320980914752,2,1,2,-0.43072729929545756,-0.6045853465832371
12173,2434,59,-1.229493964758936,3,1,2,-0.43072729929545756,-0.6045853465832371
12174,2434,1,-1.6724585825477216,4,1,0,-0.43072729929545756,-1.335177736118937
12175,2435,160,0.532074940891755,0,3,8,0.43072729929545744,0.9084578685373853
12176,2435,190,2.264683028061774,1,3,9,0.43072729929545744,1.3351777361189363
12177,2435,123,0.3727251825046175,2,3,6,0.43072729929545744,0.3487556955170447
12178,2435,123,0.9798335246969835,3,3,6,0.43072729929545744,0.3487556955170447
12179,2435,123,1.4742089310840318,4,3,6,0.43072729929545744,0.3487556955170447
12180,2436,4,-1.2340679309740112,0,1,0,-0.43072729929545756,-1.335177736118937
12181,2436,4,-2.0210369197799993,1,1,0,-0.43072729929545756,-1.335177736118937
12182,2436,7,-3.35818681613351,2,1,0,-0.43072729929545756,-1.335177736118937
12183,2436,7,-2.1694501351931863,3,1,0,-0.43072729929545756,-1.335177736118937
12184,2436,31,-0.29255259285629354,4,1,1,-0.43072729929545756,-0.9084578685373851
12185,2437,77,-2.4831820059216687,0,0,3,-0.967421566101701,-0.3487556955170447
12186,2437,77,-3.426288816835984,1,0,3,-0.967421566101701,-0.3487556955170447
12187,2437,77,-0.8131748254747286,2,0,3,-0.967421566101701,-0.3487556955170447
12188,2437,76,-1.1811261510181246,3,0,3,-0.967421566101701,-0.3487556955170447
12189,2437,76,-0.5931658835729999,4,0,3,-0.967421566101701,-0.3487556955170447
12190,2438,157,0.2657378883969363,0,2,7,0.0,0.6045853465832371
12191,2438,157,0.2398965513709302,1,2,7,0.0,0.6045853465832371
12192,2438,157,0.796531768198372,2,2,7,0.0,0.6045853465832371
12193,2438,157,1.9655151092408853,3,2,7,0.0,0.6045853465832371
12194,2438,157,-1.2388469160134554,4,2,7,0.0,0.6045853465832371
12195,2439,141,2.8798578358719227,0,4,7,0.967421566101701,0.6045853465832371
12196,2439,141,3.227402386990799,1,4,7,0.967421566101701,0.6045853465832371
12197,2439,141,2.026805612475608,2,4,7,0.967421566101701,0.6045853465832371
12198,2439,169,2.7083812591262135,3,4,8,0.967421566101701,0.9084578685373853
12199,2439,169,2.6239202997572058,4,4,8,0.967421566101701,0.9084578685373853
12200,2440,31,-4.483677821654161,0,0,1,-0.967421566101701,-0.9084578685373851
12201,2440,31,-2.49954830456407,1,0,1,-0.967421566101701,-0.9084578685373851
12202,2440,107,-0.09192796225562161,2,0,5,-0.967421566101701,0.11418529432142824
12203,2440,78,-2.318021411680993,3,0,3,-0.967421566101701,-0.3487556955170447
12204,2440,78,-1.2202847901449307,4,0,3,-0.967421566101701,-0.3487556955170447
12205,2441,193,0.9385132220302617,0,2,9,0.0,1.3351777361189363
12206,2441,178,1.2778162785672356,1,2,8,0.0,0.9084578685373853
12207,2441,178,0.3898045543693358,2,2,8,0.0,0.9084578685373853
12208,2441,45,-0.5698909733491282,3,2,2,0.0,-0.6045853465832371
12209,2441,45,-1.0216061091932995,4,2,2,0.0,-0.6045853465832371
12210,2442,165,1.2318570372646447,0,3,8,0.43072729929545744,0.9084578685373853
12211,2442,165,2.3094791387491114,1,3,8,0.43072729929545744,0.9084578685373853
12212,2442,176,0.7146968481823308,2,3,8,0.43072729929545744,0.9084578685373853
12213,2442,176,2.4973178079043707,3,3,8,0.43072729929545744,0.9084578685373853
12214,2442,168,1.4764023156184676,4,3,8,0.43072729929545744,0.9084578685373853
12215,2443,22,-0.12035705812065911,0,2,1,0.0,-0.9084578685373851
12216,2443,62,-0.1389738816040636,1,2,3,0.0,-0.3487556955170447
12217,2443,62,0.11328087513915452,2,2,3,0.0,-0.3487556955170447
12218,2443,62,-1.3375410636024478,3,2,3,0.0,-0.3487556955170447
12219,2443,62,-1.1524553294229252,4,2,3,0.0,-0.3487556955170447
12220,2444,141,0.8591483107742046,0,4,7,0.967421566101701,0.6045853465832371
12221,2444,141,3.234806170607569,1,4,7,0.967421566101701,0.6045853465832371
12222,2444,141,1.095323014309527,2,4,7,0.967421566101701,0.6045853465832371
12223,2444,113,2.0138545447850875,3,4,5,0.967421566101701,0.11418529432142824
12224,2444,113,1.0083052733041773,4,4,5,0.967421566101701,0.11418529432142824
12225,2445,90,0.013348345340448486,0,2,4,0.0,-0.11418529432142838
12226,2445,198,0.4010147556060538,1,2,9,0.0,1.3351777361189363
12227,2445,92,-0.9086672685162545,2,2,4,0.0,-0.11418529432142838
12228,2445,92,-0.1858116335651117,3,2,4,0.0,-0.11418529432142838
12229,2445,76,-1.2050274651340955,4,2,3,0.0,-0.3487556955170447
12230,2446,87,1.9676961470262957,0,4,4,0.967421566101701,-0.11418529432142838
12231,2446,183,1.502338524638562,1,4,9,0.967421566101701,1.3351777361189363
12232,2446,183,1.4893159866399417,2,4,9,0.967421566101701,1.3351777361189363
12233,2446,183,4.07144208956466,3,4,9,0.967421566101701,1.3351777361189363
12234,2446,183,2.137854290198632,4,4,9,0.967421566101701,1.3351777361189363
12235,2447,26,-0.9025670998846353,0,1,1,-0.43072729929545756,-0.9084578685373851
12236,2447,26,-0.08631668569887796,1,1,1,-0.43072729929545756,-0.9084578685373851
12237,2447,26,0.8028442563682392,2,1,1,-0.43072729929545756,-0.9084578685373851
12238,2447,26,-2.288119076431223,3,1,1,-0.43072729929545756,-0.9084578685373851
12239,2447,76,-0.3023566492068491,4,1,3,-0.43072729929545756,-0.3487556955170447
12240,2448,182,4.428075810345375,0,4,9,0.967421566101701,1.3351777361189363
12241,2448,182,1.6581923320986856,1,4,9,0.967421566101701,1.3351777361189363
12242,2448,196,3.0051575084489492,2,4,9,0.967421566101701,1.3351777361189363
12243,2448,127,3.043957312619294,3,4,6,0.967421566101701,0.3487556955170447
12244,2448,127,1.9240176947174787,4,4,6,0.967421566101701,0.3487556955170447
12245,2449,140,-1.3862898087503168,0,2,7,0.0,0.6045853465832371
12246,2449,140,0.7528861545509504,1,2,7,0.0,0.6045853465832371
12247,2449,140,-1.3382845768824974,2,2,7,0.0,0.6045853465832371
12248,2449,140,0.6383685169095601,3,2,7,0.0,0.6045853465832371
12249,2449,38,0.31523782258763633,4,2,1,0.0,-0.9084578685373851
12250,2450,166,-0.8708524148468922,0,2,8,0.0,0.9084578685373853
12251,2450,166,2.6675935248596643,1,2,8,0.0,0.9084578685373853
12252,2450,166,1.4849831009676953,2,2,8,0.0,0.9084578685373853
12253,2450,135,1.244443887786623,3,2,6,0.0,0.3487556955170447
12254,2450,135,-0.20380983524601765,4,2,6,0.0,0.3487556955170447
12255,2451,136,-0.25328300898525746,0,1,6,-0.43072729929545756,0.3487556955170447
12256,2451,136,0.6486907157728822,1,1,6,-0.43072729929545756,0.3487556955170447
12257,2451,136,-2.511618680360663,2,1,6,-0.43072729929545756,0.3487556955170447
12258,2451,136,0.1634793949467563,3,1,6,-0.43072729929545756,0.3487556955170447
12259,2451,136,-0.004373201455122835,4,1,6,-0.43072729929545756,0.3487556955170447
12260,2452,137,3.032855229809508,0,4,6,0.967421566101701,0.3487556955170447
12261,2452,82,0.8161812113891526,1,4,4,0.967421566101701,-0.11418529432142838
12262,2452,78,3.93318857013095,2,4,3,0.967421566101701,-0.3487556955170447
12263,2452,75,0.36906547375520504,3,4,3,0.967421566101701,-0.3487556955170447
12264,2452,75,1.413786175695295,4,4,3,0.967421566101701,-0.3487556955170447
12265,2453,167,0.879626965227997,0,1,8,-0.43072729929545756,0.9084578685373853
12266,2453,174,0.39012320336874307,1,1,8,-0.43072729929545756,0.9084578685373853
12267,2453,191,1.6280617668884783,2,1,9,-0.43072729929545756,1.3351777361189363
12268,2453,191,1.713092964660135,3,1,9,-0.43072729929545756,1.3351777361189363
12269,2453,191,0.6608883759801988,4,1,9,-0.43072729929545756,1.3351777361189363
12270,2454,157,-0.28547033342366035,0,3,7,0.43072729929545744,0.6045853465832371
12271,2454,157,0.179659882058386,1,3,7,0.43072729929545744,0.6045853465832371
12272,2454,80,1.0713127597530372,2,3,4,0.43072729929545744,-0.11418529432142838
12273,2454,76,1.5297028085117836,3,3,3,0.43072729929545744,-0.3487556955170447
12274,2454,44,-1.8438987264434776,4,3,2,0.43072729929545744,-0.6045853465832371
12275,2455,187,2.749379632215045,0,4,9,0.967421566101701,1.3351777361189363
12276,2455,151,-0.42133660868254275,1,4,7,0.967421566101701,0.6045853465832371
12277,2455,113,1.8291256351185627,2,4,5,0.967421566101701,0.11418529432142824
